City Name,Total Population,Median Income,Gini Index,White Proportion (in %),Household Size,Agriculture Employement (in %)
Marin,2720,19409,0.5044,40.88235294,2.23316913,0
Mariposa,1571,18362,0.4405,73.26543603,2.596694215,0
Markleeville,283,34198,0.4123,100,2.858585859,0
Martell,165,14071,0.4705,100,1.571428571,0
Martinez,36471,40226,0.3928,79.89909791,2.557932389,0.452634982
Marysville,12144,16628,0.4519,70.28162055,2.712530713,2.845630823
Matheny,1130,16083,0.4045,76.28318584,3.766666667,29.94011976
Mather,4860,39271,0.3613,53.64197531,3.081800888,0.448229494
Maxwell,996,25100,0.4327,89.95983936,3.161904762,27.52293578
Mayfair,4135,16814,0.421,62.56348247,3.292197452,1.464713715
Mayflower Village,5662,31744,0.3908,55.56340516,2.929125711,0.30154542
Maywood,27554,17391,0.405,74.71147565,4.364644385,1.536548539
Meadowbrook,2912,18158,0.409,51.2706044,3.386046512,0
Meadow Valley,399,41892,0.4022,97.99498747,1.946341463,0
Meadow Vista,3175,36869,0.4037,91.24409449,2.447956823,0
Mead Valley,18751,16886,0.4388,53.7837982,4.372901119,2.47032403
Mecca,8588,11899,0.3807,35.66604565,4.512874409,34.89681051
Meiners Oaks,3402,26035,0.4635,82.27513228,2.7,0.543183053
Mendocino,936,39175,0.4327,83.22649573,2.004282655,0
Mendota,11237,12232,0.4029,85.10278544,3.933146657,65.09363296
Menifee,79604,25078,0.4001,76.61172805,2.96830487,0.769489247
Menlo Park,32450,54834,0.5056,74.58243451,2.598702651,0.062134957
Mentone,9324,26295,0.4071,75.75075075,3.069124424,1.050228311
Merced,79639,18568,0.4525,58.97361845,3.251367682,7.460686835
Meridian,380,28864,0.5313,90.78947368,2.235294118,35.50295858
Mesa,425,46607,0.31,90.11764706,2.75974026,5.957446809
Mesa Verde,1097,16087,0.3133,54.7857794,2.972899729,28.68421053
Mesa Vista,224,34063,0.3795,98.21428571,1.964912281,0
Mettler,175,30300,0.2278,88.57142857,4.72972973,64.9122807
Mexican Colony,218,9896,0.4391,73.39449541,3.516129032,16
Middletown,1040,30667,0.3816,100,2.300884956,9.80861244
Midpines,650,28325,0.4355,96.76923077,1.857142857,0
Midway City,9259,16549,0.4553,35.91100551,3.417866371,0.338000966
Milford,115,46726,0.1478,100,1.982758621,0
Millbrae,21867,41354,0.4276,49.26601729,2.720452849,0.223322653
Mill Valley,14046,59807,0.5164,90.73045707,2.285388871,0
Millville,775,39464,0.3579,96.77419355,2.818181818,0
Milpitas,67695,34266,0.3992,21.13597755,3.465318659,0.166352793
Mineral,212,35000,0.3604,95.28301887,1.944954128,11.38211382
Minkler,1009,35000,0.4329,92.26957384,2.593830334,0
Mira Monte,7445,31806,0.4285,91.90060443,2.539222374,5.830647524
Miranda,438,25747,0.1718,100,2.7375,0
Mission Canyon,2477,46972,0.4562,91.96608801,2.467131474,0
Mission Springs,3510,33582,0.4164,69.28774929,3.199635369,1.838476691
Mission Viejo,94311,41855,0.3913,81.48466245,2.832587476,0.346402823
Mi-Wuk Village,798,22821,0.2614,72.18045113,2.116710875,0
Modesto,202629,22562,0.4548,72.32429711,2.941042426,2.434595299
Mohawk Vista,89,44500,0.5037,100,1.561403509,0
Mojave,4044,17528,0.4547,57.31948566,2.739837398,3.110047847
Mokelumne Hill,759,43500,0.2556,94.33465086,2.321100917,0
Monmouth,152,17083,0.3641,55.26315789,2.620689655,24.24242424
Mono City,187,40278,0.1141,27.80748663,6.233333333,0
Mono Vista,2470,16865,0.404,94.33198381,2.440711462,0
Monrovia,36806,31757,0.4284,55.81155246,2.799787007,0.326436055
Monson,72,42083,0.3294,59.72222222,2.571428571,0
Montague,1387,18432,0.4145,92.4297044,2.285008237,6.481481481
Montalvin Manor,2836,27028,0.4375,70.13399154,3.336470588,0.316205534
Montara,3080,49935,0.2891,89.15584416,3.238696109,0
Montclair,37244,21390,0.3982,42.58404038,3.744997486,1.364826125
Montebello,62943,22796,0.4409,65.33689211,3.251188017,0.326170376
Montecito,8992,40873,0.5664,93.49421708,2.817042607,0.389338125
Monterey,27939,34380,0.4322,79.46240023,2.149980762,1.222455813
Monterey Park,60591,23121,0.4621,18.86583816,3.222239949,0.46537812
Monterey Park Tract,299,16458,0.2962,95.65217391,4.53030303,13.95348837
Monte Rio,1058,26375,0.4371,85.25519849,2.06640625,1.913875598
Monte Sereno,3413,57926,0.4873,84.09024319,2.745776348,0
Montgomery Creek,139,14327,0.3816,87.05035971,1.853333333,0
Monument Hills,1216,40114,0.3904,92.92763158,2.965853659,3.315881326
Moorpark,34707,36920,0.3655,77.38784683,3.316483516,1.348747592
Morada,3892,30050,0.5476,77.36382323,2.438596491,1.097293343
Moraga town,16315,49260,0.4463,75.58688324,2.888633144,0.293126191
Moreno Valley,196234,23113,0.3932,56.11107148,3.831049159,0.535320936
Morgan Hill,38832,38180,0.445,68.35341986,3.06754088,1.256937643
Morongo Valley,3631,18765,0.5152,85.43101074,2.31716656,0
Morro Bay,10322,28758,0.417,94.51656656,2.061513881,1.252052545
Moskowite Corner,150,18450,0.2661,96.66666667,2.419354839,0
Moss Beach,3000,48700,0.4652,81.4,2.622377622,0.631578947
Moss Landing,218,16890,0.3508,75.68807339,2.422222222,9.090909091
Mountain Center,90,107697,0.2207,100,2.571428571,0
Mountain Gate,1220,12382,0.3243,91.39344262,2.68722467,0
Mountain House,11715,48851,0.2856,34.34058899,3.606834975,0
Mountain Mesa,480,15481,0.3928,86.66666667,2.774566474,0
Mountain Ranch,1326,26079,0.3772,92.760181,2.081632653,1.550387597
Mountain View,2282,19925,0.4325,84.83786153,2.232876712,0
Mountain View,75477,50819,0.4589,60.45020337,2.355197054,0.328023599
Mountain View Acres,3488,27386,0.3405,66.39908257,3.555555556,1.033591731
Mount Hebron,20,18750,0.3027,80,2.222222222,0
Mount Hermon,1122,43053,0.3872,98.6631016,2.597222222,0
Mount Laguna,12,,,100,1,0
Mount Shasta,3360,25514,0.4382,95.74404762,2.051282051,1.991288115
Muir Beach,286,99167,0.2024,93.70629371,1.906666667,2.162162162
Murphys,1923,21680,0.4723,99.7399896,1.902077151,0
Murrieta,104584,32161,0.3887,66.60961524,3.231491781,0.108971223
Muscoy,11348,16147,0.3615,61.4117025,4.776094276,1.130434783
Myers Flat,57,,,100,2.111111111,0
Myrtletown,4830,26089,0.327,82.62939959,2.522193211,3.547373148
Napa,77698,30698,0.4236,83.82969961,2.719756371,6.08970073
National City,59025,20660,0.4411,58.59042778,3.826580227,0.531745671
Needles,4885,16988,0.4739,76.41760491,2.5,0
Nevada City,3065,24924,0.4684,85.80750408,2.530966144,0
Newark,43139,37533,0.3727,39.26841141,3.273561997,0.566744731
Newcastle,1359,19207,0.4685,91.02281089,2.167464115,0.851788756
New Cuyama,481,26250,0.2905,72.34927235,2.492227979,29.22077922
Newell,623,10469,0.4093,96.95024077,4.071895425,26.51515152
Newman,10401,19836,0.4101,84.86683973,3.502020202,5.848680936
New Pine Creek,68,50625,0.3166,88.23529412,1.7,0
Newport Beach,86001,54687,0.5469,86.45364589,2.24845094,0.24348559
Nicasio,38,38750,0.3656,100,2.375,0
Nice,2430,16699,0.3641,92.51028807,1.951807229,0
Nicolaus,183,30385,0.4821,78.68852459,2.376623377,11.82795699
Niland,1145,12184,0.5299,78.25327511,2.668997669,23.41137124
Nipinnawasee,626,24474,0.3785,89.93610224,2.212014134,0
Nipomo,17256,26844,0.4167,83.32174316,3.028431028,4.567901235
Norco,27079,30411,0.3915,74.33804793,3.853016505,1.775825855
Nord,273,11250,0.3538,85.71428571,2.81443299,73.98373984
Norris Canyon,1028,79375,0.3698,71.9844358,4.319327731,0
North Auburn,13381,25097,0.4405,84.88154846,2.686947791,0.444624091
North Edwards,939,23589,0.4274,85.51650692,2.295843521,20
North El Monte,3903,26517,0.3756,41.27594158,3.046838407,0
North Fair Oaks,14981,23625,0.4601,71.66410787,3.666421929,2.908129544
North Gate,361,46875,0.3648,92.24376731,2.174698795,4.444444444
North Highlands,44574,21695,0.4333,65.35648584,2.950357427,0.210217862
North Lakeport,3095,26742,0.4156,92.43941842,2.255830904,1.644736842
North Richmond,3818,17855,0.522,50.62860136,3.496336996,0
San Juan,202,14615,0.3189,67.32673267,2.970588235,0
North Shore,2527,11793,0.3646,51.20696478,4.211666667,54.36507937
North Tustin,25971,51046,0.4305,83.52393054,2.925980171,0.230984986
Norwalk,105940,23911,0.3763,50.46818954,3.912690205,0.45570064
Novato,52704,36543,0.4712,77.3698391,2.543015682,0.665935443
Nubieber,12,21250,,75,2,
Nuevo,6592,22329,0.3913,79.55097087,3.756125356,4.6875
Oakdale,20943,26016,0.4399,90.16377787,2.901898296,4.89394478
Oak Glen,729,25479,0.3801,68.58710562,3.406542056,14.50980392
Oak Hills,9549,31790,0.3634,80.94041261,3.3283374,1.986379115
Oakhurst,2282,23974,0.3761,92.5942156,2.39957939,0.97323601
Oakland,397011,26828,0.512,39.35306578,2.564902511,0.361184944
Oakley,36443,30972,0.3869,67.85665286,3.353547437,1.143033673
Oak Park,14564,60230,0.4296,85.69761055,2.785768937,0.76142132
Oak Shores,172,68214,0.3113,100,1.93258427,0
Oak View,4039,29874,0.3744,89.08145581,2.876780627,2.933607823
Oakville,0,,,,,
Oasis,5758,12346,0.3776,28.23897187,4.544593528,60.09661836
Occidental,1385,33925,0.4793,93.86281588,2.216,0
Oceano,7453,18621,0.4053,72.70897625,2.801879699,5.914149444
Oceanside,169407,28139,0.427,66.6005537,2.87403298,1.696409199
Ocotillo,300,11721,0.1986,98.33333333,2.325581395,0
Oildale,33222,18966,0.4496,85.69020529,2.707358813,10.01629363
Ojai,7514,25471,0.4556,93.43891403,2.566256831,2.996254682
Olancha,262,39250,0.2854,65.64885496,2.298245614,0
Old Fig Garden,5583,33599,0.5489,69.72953609,2.509213483,1.703800786
Old Station,76,20114,0.0536,100,2.235294118,0
Olivehurst,14191,18936,0.3568,62.96244098,3.335919135,6.890052356
Ontario,165702,22336,0.3854,58.00111043,3.660304838,1.191626409
Onyx,421,15945,0.4819,100,2.582822086,0
Orange,137999,31518,0.4261,63.41205371,3.218785716,0.299633285
Orange Cove,9349,12526,0.4427,62.32752166,4.133068081,33.33333333
Orange Vale,33832,31847,0.3976,88.18574131,2.644157874,0.203305352
Orcutt,30212,32008,0.3851,86.77015755,2.739571999,4.615625735
Orick,320,21292,0.5997,84.375,2.105263158,18.6440678
Orinda,18108,70833,0.435,79.23017451,2.813548788,0.248756219
Orland,7397,19819,0.4515,83.23644721,3.068021568,8.712871287
Orosi,8694,12753,0.3767,67.69036117,4.43797856,51.04447439
Oroville,15858,17244,0.4376,73.38882583,2.86607627,2.755177515
Oroville East,8900,21823,0.4413,79.04494382,2.655923605,1.090092979
Oxnard,199574,21218,0.4162,72.39369858,3.907545914,12.74429922
Pacheco,4001,26729,0.4668,67.43314171,2.532278481,0
Pacifica,37825,43315,0.4067,65.14210178,2.692362446,0.374255183
Pacific Grove,15241,34794,0.4521,86.27386654,2.236062207,0.610252238
Pajaro,3201,14764,0.3598,90.12808497,5.308457711,48.34254144
Pajaro Dunes,329,62708,0.5201,83.28267477,1.981927711,21.11111111
Palermo,5518,24301,0.4429,80.33707865,3.084404695,3.595368678
Palmdale,153885,22915,0.4226,42.68902102,3.706286127,0.658436214
Palm Desert,49306,29813,0.5118,82.35508863,2.062667336,1.741244171
Palm Springs,45317,26936,0.5103,79.76476819,2.000750552,0.797844235
Palo Alto,65234,64167,0.5027,65.10102094,2.487094437,0.32951058
Palo Cedro,1617,36066,0.4373,88.74458874,2.74533107,1.467889908
Palos Verdes,13500,68885,0.5022,73.37037037,2.804320731,0
Palo Verde,19,,,100,1,0
Panorama Heights,40,18889,0.4569,90,1.6,0
Paradise town,26219,20775,0.4301,92.36812998,2.296688858,1.042838156
Paradise,248,27313,0.4014,87.90322581,2.455445545,2.962962963
Paradise Park,423,36406,0.3966,96.21749409,2.033653846,0
Paramount,54468,20416,0.3847,37.46787104,3.939534211,0.407239819
Parklawn,1049,17093,0.3598,60.62917064,3.450657895,6.440677966
Parksdale,3060,14338,0.3118,80.49019608,4.513274336,36.19167718
Parkway,14921,17272,0.438,53.3945446,3.256438237,0.585149314
Parkwood,3069,14806,0.3211,79.96089932,5.246153846,18.09090909
Parlier,14599,15462,0.4079,64.35372286,4.178305667,27.82851817
Pasadena,138004,32400,0.5008,63.70974754,2.504155326,0.276496375
Pasatiempo,1087,54271,0.5362,89.42042318,2.288421053,0
Paskenta,59,22917,0.1545,100,2.269230769,40
Patterson,20480,23757,0.3785,67.58300781,3.535301226,8.281764319
Patterson Tract,1820,14023,0.4429,84.61538462,3.575638507,17.4351585
Patton Village,557,27955,0.3127,54.75763016,2.086142322,0
Paxton,0,,,,,
Paynes Creek,43,28500,0.3436,95.34883721,1.954545455,7.142857143
Pearsonville,6,,,100,1,0
Penngrove,2762,47643,0.5397,82.72990587,2.442086649,0.850460666
Penn Valley,1357,26964,0.3498,93.14664702,2.235584843,0
Penryn,771,47740,0.2265,95.20103761,2.357798165,0
Perris,69743,19729,0.3746,46.06340421,4.317115444,1.371015224
Pescadero,1116,28142,0.4129,85.66308244,3.72,33.22033898
Petaluma,58357,35604,0.4047,82.59334784,2.726580386,0.845022816
Peters,578,70321,0.3317,76.47058824,2.449152542,0
Phelan,12908,26829,0.3788,85.10226216,2.863354037,0.784997819
Phillipsville,86,23947,0.1539,100,1,0
Philo,395,14639,0.3626,90.88607595,3.726415094,10.0591716
Phoenix Lake,4384,28940,0.4079,97.37682482,2.513761468,3.673469388
Pico Rivera,63308,22809,0.3788,53.37556075,3.810291905,0.650418387
Piedmont,10852,88281,0.4762,73.03722816,2.996134732,0.729783037
Pierpoint,24,,,100,2,100
Pike,184,17212,0.468,86.95652174,2.139534884,29.8245614
Pine Canyon,1964,30106,0.5171,71.02851324,3.262458472,27.22222222
Pine Flat,142,19531,0.4881,84.50704225,1.844155844,0
Pine Grove,1940,19563,0.3964,93.91752577,2.039957939,0
Pine Hills,3256,27072,0.4262,89.92628993,2.537802027,4.429967427
Pine Mountain Club,1649,24325,0.4415,89.75136446,2.028290283,0
Pine Mountain Lake,2469,28393,0.3973,96.27379506,2.020458265,2.640264026
Pine Valley,1329,38040,0.367,95.48532731,2.39028777,0
Pinole,18587,32402,0.4034,49.0826922,2.825201398,0.089535534
Pinon Hills,5601,19397,0.5248,98.42885199,2.460896309,3.395585739
Pioneer,1179,24068,0.4943,82.01865988,2.187384045,3.930131004
Piru,2001,21024,0.3555,64.06796602,3.986055777,16.26429479
Pismo Beach,7746,34746,0.4369,92.16369739,2.029342416,3.310886644
Pittsburg,64588,25893,0.4395,38.61862885,3.293625701,0.333727317
Pixley,3375,13942,0.5214,81.74814815,4.288437103,47.76403425
Placentia,51342,30174,0.4061,71.92162362,3.20247006,0.324108701
Placer,10383,21119,0.4614,84.01232784,2.659579918,2.476329206
Plainview,999,10919,0.4916,75.77577578,4.582568807,48.84615385
Planada,4678,15752,0.4017,56.96879008,3.908103592,25.25494901
Pleasant Hill,33513,39569,0.4404,76.93730791,2.405296777,0.776463452
Pleasanton,71488,52312,0.4178,65.95512534,2.871695991,0.103455411
Pleasure Point,5573,28039,0.4755,83.99425803,2.160077519,3.20410125
Plumas Eureka,252,37679,0.4607,100,1.984251969,0
Plumas Lake,6058,44021,0.2752,75.20633873,3.356232687,0.94488189
Plymouth,1376,20144,0.3767,95.56686047,2.73015873,6.349206349
Point Arena,461,15278,0.4606,90.23861171,2.426315789,9.913793103
Point Reyes Station,927,27689,0.6255,71.41316073,2.283251232,0
Pollock Pines,6451,25581,0.4831,96.66718338,2.432503771,3.646017699
Pomona,150006,19963,0.4205,62.6308281,3.893529213,0.609969502
Ponderosa,23,,,100,2.090909091,0
Poplar-Cotton Center,2345,10218,0.5035,86.99360341,3.9678511,46.22770919
Port Costa,325,40469,0.2479,93.23076923,2.00617284,0
Porterville,54534,20499,0.4432,77.01984083,3.321800573,12.97333062
Port Hueneme,21800,25044,0.4207,70.16972477,3.009802568,4.442667885
Portola,2880,23613,0.4674,85.65972222,2.476354256,8.747300216
Portola Valley town,4415,74485,0.6083,89.58097395,2.435190292,0
Posey,10,13750,0.0571,70,2,0
Poso Park,4,,,100,2,
Potrero,821,24286,0.3244,89.28136419,3.928229665,0
Potter Valley,589,25511,0.3752,85.22920204,2.845410628,4.597701149
Poway,48547,38851,0.4263,77.87298906,3.034377149,0.246808511
Prattville,23,31375,0.2199,100,1.352941176,
Princeton,270,29000,0.3144,97.77777778,3.033707865,12.90322581
Proberta,325,18264,0.3522,100,2.901785714,0
Prunedale,18941,28928,0.3972,79.78459427,3.302126918,11.81293303
Quartz Hill,11088,26620,0.4517,81.2049062,2.975845411,1.112689394
Quincy,1442,30000,0.41,88.07212205,1.969945355,16.69266771
Rackerby,249,20333,0.4875,100,3.557142857,0
Rail Road Flat,354,15921,0.3835,99.43502825,2.475524476,0
Rainbow,1828,23626,0.4448,79.15754923,2.753012048,13.15789474
Raisin City,315,13405,0.4977,52.6984127,4.375,38.88888889
Ramona,22354,24158,0.4089,86.21275834,3.426425506,3.576465847
Calaveras,6142,27932,0.3705,85.3956366,2.817431193,5.998356615
Rancho Cordova,66027,26095,0.404,62.6940494,2.795621983,0.149295188
Rancho Cucamonga,167743,34823,0.4107,65.29810484,3.077062773,0.138937131
Rancho Mirage,17456,38741,0.5563,90.90857012,2.03378772,0.33886818
Rancho Murieta,5865,50992,0.4004,82.93265132,2.385115901,0.557546794
Rancho Palos Verdes,41980,53699,0.4418,62.48213435,2.722614956,0
Rancho San Diego,21811,38948,0.4138,78.99225162,2.754957686,0.594838338
Rancho Santa Fe,2730,51549,0.5455,88.02197802,2.760364004,0
Rancho Santa Margarita,48355,45278,0.3822,80.18198739,2.938799076,0.218332248
Rancho Tehama Reserve,2083,14766,0.4479,78.73259722,2.427738928,0
Randsburg,116,15407,0.2896,100,1.870967742,0
Red Bluff,14071,18078,0.4372,89.61694265,2.762811702,4.417670683
Red Corral,1244,16793,0.52,91.55948553,2.513131313,0
Redcrest,72,10781,0.2239,95.83333333,2.117647059,0
Redding,90370,22194,0.4427,85.91678654,2.591997705,1.476595275
Redlands,69277,32559,0.4487,73.13249708,2.796923574,0.661297715
Redondo Beach,67094,53528,0.4387,73.05124154,2.358064176,0.468641208
Redway,876,21013,0.3371,94.8630137,2.168316832,0
Redwood City,78241,36877,0.4573,73.48321213,2.815741174,0.373574025
Redwood Valley,2105,17939,0.2858,79.95249406,3.738898757,5.731832139
Reedley,24562,18195,0.4048,56.18842114,3.945069065,26.95324757
Reliez Valley,3514,67143,0.4996,83.55150825,2.455625437,0.597014925
Rialto,100479,21105,0.3886,58.37538192,4.028021648,0.300791557
Richfield,272,21250,0.4566,87.13235294,2.989010989,16.66666667
Richgrove,2989,11558,0.4209,60.22080964,5.135738832,55.61023622
Richmond,105280,26717,0.4515,44.96200608,2.907644719,0.786160217
Richvale,157,48194,0.4728,83.43949045,2.211267606,17.17171717
Ridgecrest,27993,30254,0.3909,77.12999678,2.555738154,3.101160862
Ridgemark,3483,42103,0.3849,88.02756245,2.753359684,6.072106262
Rio Dell,3372,22618,0.509,89.88730724,2.589861751,9.923664122
Rio del Mar,9100,49816,0.4262,91.94505495,2.296819788,2.626262626
Rio Linda,15256,27451,0.4054,70.26743576,3.195643067,0.371496116
Rio Oso,298,37679,0.502,96.6442953,2.403225806,9.523809524
"Rio Vista, city of",7451,27654,0.4241,75.39927527,2.062846069,4.777594728
Ripley,600,9853,0.5024,44.16666667,2.777777778,18.78787879
Ripon,14467,39386,0.4126,87.24683763,2.938058489,2.096370463
Riverbank,22977,23445,0.3837,79.99303651,3.465088222,3.921568627
Riverdale,3455,21463,0.3735,53.97973951,3.780087527,25.04393673
Riverdale Park,837,11848,0.3681,96.53524492,3.623376623,9.90990991
River Pines,405,20610,0.1793,55.55555556,2.51552795,0
Riverside,309150,23525,0.4412,66.97169659,3.419498274,0.490023129
Robbins,323,16298,0.4589,70.27863777,2.357664234,45.65217391
Robinson Mill,85,7188,0.1422,87.05882353,3.269230769,0
Rocklin,58020,36572,0.3994,80.65667011,2.71197532,0.63000932
Rodeo,8689,27094,0.3895,55.76015652,3.019110493,0.386398764
Rodriguez Camp,278,7472,0.2757,39.20863309,5.148148148,77.77777778
Rohnert Park,41039,26492,0.4051,76.59543361,2.599379275,0.999223904
Rolling Hills,1649,70278,0.4971,69.55730746,2.681300813,0.409836066
Rolling Hills,809,36440,0.371,91.59456119,2.868794326,0
Rolling Hills Estates,8132,60503,0.4497,67.38809641,2.752877454,0.785498489
Rollingwood,3163,21051,0.3704,60.13278533,4.631039531,0.431406385
Romoland,1521,22222,0.3254,78.23800131,4.473529412,0
Rosamond,18700,27375,0.4083,68.09090909,3.143385443,0.49894958
Rosedale,15421,40691,0.4022,87.17333506,3.079273163,7.04495614
Rose Hills,3243,41698,0.4504,56.18254702,2.967063129,3.024803388
Roseland,5752,25125,0.3798,64.76008345,3.490291262,2.909594735
Rosemead,54116,18881,0.4462,23.91159731,3.754405439,0.269184943
Rosemont,22411,29211,0.3613,62.4693231,2.623624444,0.225733634
Roseville,122039,35811,0.4096,79.58193692,2.70350679,0.095624303
Ross town,2139,64514,0.5348,93.17438055,3.004213483,0
Rossmoor,10987,47198,0.4188,82.97078365,2.830971399,0.197941409
Rough and Ready,1009,24399,0.3341,80.47571853,2.160599572,0
Round Mountain,115,15288,0.4485,71.30434783,1.263736264,48.14814815
Round Valley,397,31625,0.3617,78.84130982,2.719178082,9.090909091
Rouse,1363,11336,0.4193,48.34922964,3.162412993,4.073319756
Rowland,50263,25334,0.4524,23.29347631,3.472640597,0.22442814
Running Springs,5244,31959,0.3656,88.42486651,2.674145844,1.302083333
Ruth,164,30200,0.38,100,2.075949367,0
Rutherford,183,47679,0.2762,76.50273224,2.506849315,34.64566929
Sacramento,471477,25518,0.4603,50.33182955,2.658784851,0.628504742
St. Helena,5862,39750,0.4628,81.54213579,2.213746224,6.056074766
Salida,14672,32245,0.3247,80.27535442,3.492501785,2.519638358
Salinas,152340,20126,0.4081,72.76289878,3.765758639,21.08737245
Salmon Creek,60,33571,0.2014,90,1.463414634,0
Salton City,3293,15634,0.4623,61.34224112,2.906443071,9.733606557
Salton Sea Beach,704,14423,0.4836,76.42045455,2.970464135,22.22222222
Samoa,285,26156,0.3771,82.80701754,2.614678899,27.54237288
San Andreas,2812,24256,0.3726,89.90042674,2.424137931,0
San Anselmo town,12431,47577,0.469,88.37583461,2.394721634,1.309904153
San Antonio Heights,3358,38431,0.4876,80.22632519,2.831365936,0.975015235
San Ardo,704,17303,0.3616,72.44318182,3.384615385,50.27322404
San Bernardino,211528,18115,0.454,50.98521236,3.623543922,0.966587278
San Bruno,41581,37679,0.3914,51.30227748,2.793295714,0.2908798
San Buenaventura,107551,31426,0.4216,78.28193136,2.615603492,2.154972119
San Carlos,28779,53460,0.4415,79.51631398,2.547039561,0.400552486
San Clemente,63994,41620,0.4688,83.00309404,2.646129673,0.050816451
Sand City,307,19938,0.4507,92.83387622,2.436507937,0
San Diego,1322838,30992,0.4684,64.77240599,2.775858198,0.337648804
San Diego Country Estates,10371,40184,0.3343,92.30546717,3.020093186,0.40257649
San Dimas,33582,35279,0.4255,69.19480674,2.885051546,0.224985938
San Fernando,23830,20879,0.3874,67.34788082,3.858484456,2.100554313
San Francisco,817501,37098,0.5157,50.34379163,2.36720777,0.219111515
San Gabriel,39953,23770,0.4362,22.03338923,3.238207165,0.880190535
Sanger,24393,18376,0.4219,65.83036117,3.683630323,12.19846202
San Geronimo,391,40313,0.3894,97.44245524,2.341317365,0
San Jacinto,44676,21138,0.4127,64.03214254,3.358087793,1.456117021
San Joaquin,3991,17020,0.3914,91.43071912,4.414823009,70.49327354
San Jose,968903,32366,0.4434,45.93545484,3.15652936,0.387225488
San Juan Bautista,2052,30337,0.3839,90.6920078,2.717880795,5.191873589
San Juan Capistrano,35160,27253,0.5158,70.34129693,3.06458642,0.732878443
San Leandro,86038,30244,0.4052,44.45942491,2.797165057,0.140543116
San Lorenzo Valley,24057,29534,0.3562,53.09889014,3.196094061,0.106600338
San Lucas,216,15139,0.3594,60.64814815,4.5,52.45901639
San Luis Obispo,45584,18908,0.499,83.54247104,2.55029652,0.993155281
San Marcos,85322,27810,0.4593,78.30102435,3.037342921,2.290686065
San Marino,13205,61116,0.541,43.88489209,2.990939977,0.34836817
San Martin,7020,30043,0.4079,65.64102564,3.426061493,4.143814747
San Mateo,98601,40109,0.4447,63.26305007,2.589311975,0.287931659
San Miguel CDP (Contra Costa County),3165,53762,0.3631,92.51184834,2.823371989,1.577669903
San Miguel CDP (San Luis Obispo County),2621,20731,0.4222,60.20602823,3.480743692,13.44
San Pablo,29324,21417,0.4146,55.00272814,3.352080476,2.394869297
San Pasqual,2147,41078,0.4205,72.1006055,2.437003405,0
San Rafael,58162,32878,0.5169,69.06743234,2.54504879,0.365649455
San Ramon,72707,65335,0.3613,50.2069952,2.916212097,0.429077622
San Simeon,534,18565,0.3196,47.19101124,2.710659898,0
Santa Ana,328719,20035,0.4134,45.44641472,4.514068744,1.418298999
Santa Barbara,89062,30516,0.4879,73.45220184,2.585704332,1.633660207
Santa Clara,117817,40008,0.4235,46.41435447,2.782443379,0.243380909
Santa Clarita,177366,33617,0.4106,73.93638014,3.015146621,0.62045407
Santa Cruz,61245,22019,0.4879,79.80569842,2.917818009,1.252476411
Santa Fe Springs,16587,23929,0.427,52.67378067,3.537428023,0.70772474
Santa Margarita,1372,49601,0.4439,91.25364431,2.828865979,0
Santa Maria,100152,19913,0.4333,70.01258088,3.663606102,27.50287958
Santa Monica,90752,44936,0.5216,78.57347496,1.954219514,0.095122966
Santa Nella,1252,20635,0.392,79.31309904,2.454901961,13.94422311
Santa Paula,29687,21741,0.4359,62.65031832,3.614635334,15.79497068
Santa Rosa,169005,28726,0.4322,76.54093074,2.692663108,2.477223482
Santa Rosa Valley,3332,59261,0.447,94.80792317,2.964412811,1.172115978
Santa Susana,877,35114,0.3446,85.97491448,2.144254279,0
Santa Venetia,5066,30161,0.411,69.89735492,2.820712695,0
Santa Ynez,4848,42269,0.4154,85.0660066,2.751418842,6.219903692
Santee,54576,33351,0.3659,84.45287306,2.91803454,0.17092689
Saranap,5363,49738,0.4154,80.17900429,2.5002331,0
Saratoga,30335,71668,0.4495,51.05653536,2.77285192,0.440188432
Saticoy,1216,14760,0.4139,66.03618421,4.623574144,12.06896552
Sattley,59,72768,0.3121,76.27118644,1.685714286,0
Sausalito,7029,69086,0.4891,92.10413999,1.788094632,1.069995542
Scotia,797,32936,0.3076,86.19824341,2.887681159,8.137044968
Scotts Valley,11618,41012,0.3976,86.02169048,2.74852141,0
Seacliff,3281,32413,0.4183,89.85065529,2.259641873,3.503562945
Seal Beach,24333,31201,0.5257,81.81481938,1.934722112,0.329191887
Sea Ranch,869,40950,0.379,97.92865362,1.717391304,0
Searles Valley,1677,20373,0.5454,88.67024448,2.358649789,14.37632135
Seaside,33402,23187,0.4092,56.82294473,3.208337336,1.830821116
Sebastopol,7469,30828,0.4403,86.28999866,2.067257127,0.758873929
Seeley,1286,21142,0.3996,83.51477449,3.15970516,11.96911197
Selma,23538,16927,0.4156,56.90797859,3.639146568,19.87570985
Sequoia Crest,28,,,100,2,
Sereno del Mar,29,106528,0.0878,100,1.45,0
Seville,496,12500,0.265,79.63709677,5.113402062,58.24742268
Shackelford,3548,11243,0.3927,54.28410372,3.676683938,15.48387097
Shafter,17088,19343,0.4136,79.55290262,3.704313896,34.04433994
Shandon,1244,25000,0.3725,81.51125402,3.291005291,29.24187726
Shasta,1835,24359,0.45,90.89918256,2.453208556,1.965601966
Shasta Lake,10135,21137,0.4357,85.13073508,2.543287327,2.351011482
